Id,SalePrice
1461,123889.74
1462,151698.84
1463,187626.66
1464,188219.88
1465,195567.45
1466,178084.66
1467,171735.34
1468,177857.5
1469,178856.66
1470,126809.195
1471,188214.73
1472,91409.28
1473,97243.84
1474,150840.61
1475,132782.64
1476,345849.1
1477,272287.2
1478,304254.75
1479,184895.34
1480,489055.56
1481,301426.72
1482,206448.45
1483,170899.89
1484,170075.11
1485,177488.44
1486,197146.39
1487,305718.06
1488,235346.56
1489,231834.38
1490,207842.62
1491,182675.19
1492,91124.195
1493,190606.08
1494,280196.34
1495,301325.2
1496,255470.16
1497,168500.77
1498,157429.14
1499,159174.88
1500,152651.28
1501,182333.81
1502,166507.38
1503,300007.34
1504,217669.02
1505,221989.64
1506,190662.86
1507,242334.33
1508,210089.7
1509,161581.08
1510,140720.06
1511,141482.33
1512,167295.75
1513,149512.52
1514,193389.48
1515,213721.77
1516,156392.34
1517,150689.89
1518,137038.48
1519,232608.06
1520,131394.45
1521,143517.06
1522,169805.89
1523,108374.02
1524,121340.695
1525,124200.79
1526,130804.89
1527,103802.125
1528,137502.28
1529,139624.83
1530,176832.55
1531,94429.7
1532,103346.31
1533,139821.12
1534,123437.48
1535,139510.88
1536,104957.305
1537,70044.18
1538,183440.05
1539,207767.62
1540,99728.25
1541,167768.55
1542,139859.4
1543,225558.73
1544,78295.305
1545,116580.27
1546,132574.22
1547,132348.36
1548,132184.45
1549,114755.125
1550,155033.4
1551,108310.31
1552,140599.45
1553,139472.03
1554,120719.83
1555,166718.05
1556,84537.59
1557,116775.0
1558,95161.95
1559,109756.33
1560,150206.38
1561,140517.14
1562,122361.92
1563,122447.56
1564,161313.17
1565,154062.55
1566,241294.94
1567,82537.93
1568,218769.84
1569,144950.58
1570,134488.3
1571,131542.05
1572,146380.06
1573,251859.16
1574,84818.74
1575,206012.02
1576,226357.08
1577,202943.3
1578,159964.97
1579,149142.25
1580,197349.03
1581,150780.61
1582,124178.08
1583,320541.12
1584,216972.14
1585,142808.92
1586,84012.36
1587,99670.72
1588,152314.39
1589,104132.96
1590,118671.836
1591,86612.3
1592,115801.77
1593,132076.58
1594,132833.36
1595,101725.64
1596,230364.98
1597,172630.0
1598,211060.77
1599,163104.6
1600,158418.86
1601,63545.21
1602,114842.69
1603,99084.66
1604,274706.53
1605,233389.88
1606,167827.45
1607,148421.36
1608,215897.55
1609,197712.2
1610,164422.42
1611,145371.77
1612,168178.67
1613,162632.27
1614,122432.46
1615,93180.19
1616,75076.42
1617,87470.82
1618,126601.43
1619,143955.48
1620,162160.17
1621,127399.805
1622,132311.06
1623,341315.2
1624,227571.56
1625,130842.61
1626,168843.11
1627,185650.44
1628,290450.62
1629,185260.69
1630,390994.3
1631,236923.34
1632,272060.75
1633,176364.16
1634,185916.5
