Id,SalePrice
1461,117965.04
1462,162078.64
1463,189800.36
1464,199654.16
1465,194572.78
1466,178721.78
1467,180370.22
1468,169254.17
1469,188885.52
1470,129151.48
1471,198267.84
1472,95444.99
1473,95554.984
1474,156129.2
1475,127782.13
1476,398817.78
1477,265380.5
1478,296971.84
1479,242261.69
1480,504075.16
1481,322913.8
1482,214505.39
1483,165416.92
1484,167200.2
1485,194052.06
1486,193014.83
1487,351024.5
1488,228802.48
1489,208420.2
1490,214460.05
1491,195182.17
1492,86966.914
1493,190943.3
1494,308794.88
1495,302606.2
1496,227651.14
1497,189866.4
1498,161323.4
1499,160824.78
1500,157060.6
1501,179001.39
1502,144704.9
1503,317795.47
1504,236812.75
1505,227486.69
1506,182268.66
1507,256703.3
1508,199454.36
1509,162050.64
1510,149020.06
1511,147020.73
1512,169429.64
1513,146612.19
1514,194833.77
1515,219671.9
1516,156223.36
1517,164536.4
1518,135080.48
1519,224949.61
1520,135215.86
1521,130278.16
1522,175177.77
1523,110974.34
1524,121058.48
1525,119697.64
1526,122442.555
1527,101925.27
1528,139469.86
1529,150478.02
1530,174087.17
1531,109096.086
1532,102878.44
1533,148938.31
1534,125194.96
1535,156233.58
1536,104167.89
1537,72478.19
1538,179731.97
1539,202463.02
1540,103030.836
1541,148295.81
1542,138581.61
1543,228844.5
1544,78207.64
1545,113692.76
1546,136100.62
1547,132181.62
1548,147676.88
1549,121708.22
1550,149570.05
1551,124067.35
1552,164790.92
1553,168541.92
1554,118185.35
1555,171069.89
1556,81298.72
1557,111688.17
1558,95510.77
1559,86461.26
1560,130167.76
1561,136351.77
1562,131443.6
1563,124731.37
1564,162873.23
1565,147621.4
1566,240588.4
1567,68546.3
1568,222605.4
1569,142033.3
1570,130257.82
1571,120408.25
1572,156245.58
1573,239079.9
1574,117863.9
1575,219882.45
1576,229681.23
1577,196140.05
1578,155520.61
1579,153280.17
1580,198745.97
1581,160675.81
1582,131241.6
1583,333726.25
1584,225301.64
1585,141425.6
1586,84904.414
1587,97798.63
1588,149615.48
1589,105470.08
1590,141696.95
1591,92550.11
1592,126797.836
1593,129411.41
1594,179012.53
1595,114674.375
1596,238564.9
1597,182838.2
1598,225064.31
1599,179798.64
1600,181046.77
1601,74223.91
1602,112120.05
1603,86072.38
1604,277147.97
1605,237064.34
1606,171824.39
1607,164794.56
1608,216673.69
1609,196328.0
1610,154104.0
1611,134393.38
1612,160680.03
1613,160757.86
1614,126008.48
1615,97007.74
1616,64916.56
1617,93774.85
1618,121987.42
1619,139657.38
1620,167799.19
1621,135255.92
1622,145627.95
1623,286356.12
1624,211173.83
1625,130240.43
1626,164238.81
1627,186986.17
1628,277968.72
1629,190722.66
1630,438387.25
1631,241019.12
1632,259140.66
1633,179402.94
1634,189912.38
1635,181498.14
1636,158051.62
1637,199554.84
1638,206416.17
1639,179685.28
1640,264927.84
1641,179276.34
1642,216682.61
1643,212024.66
1644,217394.89
1645,202885.36
1646,157518.02
1647,160273.75
1648,130034.42
1649,136349.47
1650,123037.5
1651,128869.69
1652,94639.2
1653,95075.64
1654,149605.78
1655,148477.53
1656,149516.7
1657,152660.8
1658,145816.05
1659,138156.92
1660,154147.78
1661,455319.5
1662,411678.22
1663,419312.88
1664,453293.6
1665,327412.28
1666,307546.44
1667,350924.03
1668,341403.8
1669,293521.9
1670,356955.78
1671,272594.66
1672,541946.9
1673,296795.38
1674,242816.5
1675,187717.67
1676,193441.0
1677,227433.45
1678,507558.03
1679,363193.72
1680,349071.03
1681,266289.53
1682,280356.2
1683,176070.84
1684,168324.56
1685,172277.28
1686,169897.78
1687,172746.27
1688,188511.28
1689,192978.08
1690,192838.2
1691,181415.66
1692,271442.38
1693,179214.64
1694,188253.86
1695,175573.1
1696,282769.38
1697,186238.66
1698,377331.06
1699,354957.47
1700,244048.75
1701,265981.25
1702,252635.61
1703,248751.34
1704,302767.56
1705,235012.42
1706,465525.38
1707,221392.5
1708,211138.03
1709,308128.06
1710,224681.56
1711,237367.67
1712,262917.97
1713,258541.1
1714,220012.25
1715,211288.5
1716,202784.44
1717,183680.56
1718,134395.77
1719,192826.11
1720,246531.97
1721,169586.25
1722,131932.22
1723,152300.25
1724,228075.3
1725,240395.66
1726,190025.38
1727,151907.05
1728,171050.5
1729,168899.86
1730,167089.36
1731,124750.47
1732,133632.25
1733,116376.945
1734,118103.86
1735,130686.836
1736,116118.98
1737,358872.66
1738,213472.52
1739,289573.22
1740,237990.2
1741,205144.47
1742,175270.58
1743,170787.4
1744,315380.1
1745,242506.6
1746,249615.36
1747,224670.86
1748,217019.38
1749,145784.47
1750,134218.67
1751,235298.56
1752,120607.82
1753,151679.48
1754,210987.45
1755,176180.22
1756,141316.2
1757,124121.92
1758,142285.27
1759,163563.22
1760,163701.3
1761,152010.1
1762,190857.81
1763,177279.47
1764,114920.78
1765,186753.72
1766,175870.02
1767,216823.61
1768,146604.56
1769,183872.64
1770,145820.53
1771,131274.1
1772,134879.89
1773,126120.4
1774,122149.57
1775,142999.31
1776,124651.21
1777,116804.2
1778,136473.83
1779,122546.69
1780,174945.12
1781,127897.555
1782,98454.99
1783,139106.66
1784,111908.375
1785,116210.05
1786,171954.03
1787,175065.0
1788,57710.293
1789,97054.47
1790,70304.836
1791,194508.77
1792,159389.98
1793,130439.766
1794,156849.39
1795,133290.67
1796,117256.26
1797,122268.18
1798,126072.375
1799,116657.25
1800,147826.0
1801,131990.08
1802,140983.14
1803,148348.28
